001,120
001,211
001,389
002,080
002,255
002,293
003,236
003,258
003,283
004,088
004,149
004,368
005,121
005,128
005,134
006,183
006,349
006,373
007,052
007,053
007,349
008,029
008,259
008,349
009,016
009,037
009,062
010,062
010,159
010,302
011,037
011,222
011,348
012,115
012,261
012,289
013,004
013,046
013,089
014,246
014,247
014,315
015,029
015,213
015,369
016,334
016,349
016,392
017,064
017,225
017,264
018,064
018,225
018,264
019,064
019,225
019,264
020,149
020,216
020,265
021,024
021,059
021,125
022,062
022,228
022,260
023,173
023,374
023,378
024,077
024,265
024,267
025,025
025,141
025,171
026,068
026,276
026,319
027,170
027,282
027,312
028,009
028,122
028,265
029,055
029,135
029,148
030,154
030,217
030,253
031,099
031,107
031,265
032,112
032,116
032,196
033,134
033,326
033,343
034,006
034,030
034,060
035,005
035,243
035,369
036,093
036,111
036,336
037,082
037,198
037,215
038,035
038,117
038,125
039,057
039,314
039,344
040,057
040,137
040,145
041,057
041,335
041,338
042,139
042,290
042,369
043,184
043,189
043,351
044,288
044,304
044,325
045,019
045,134
045,384
046,102
046,305
046,308
047,119
047,309
047,359
048,094
048,276
048,319
049,018
049,121
049,160
050,006
050,034
050,042
051,086
051,142
051,294
052,029
052,104
052,368
053,036
053,217
053,319
054,012
054,093
054,281
055,117
055,352
055,386
056,007
056,250
056,257
057,035
057,099
057,140
058,008
058,098
058,103
059,008
059,010
059,103
060,041
060,090
060,273
061,185
061,213
061,234
062,318
062,329
062,369
063,147
063,192
063,219
064,252
064,297
064,381
065,006
065,349
065,364
066,028
066,074
066,133
067,070
067,176
067,325
068,004
068,009
068,215
069,050
069,090
069,250
070,105
070,190
070,197
071,025
071,277
071,321
072,187
072,280
072,354
073,033
073,244
073,328
074,037
074,061
074,392
075,076
075,108
075,324
076,076
076,108
076,324
077,076
077,108
077,324
078,076
078,108
078,324
079,076
079,108
079,324
080,076
080,108
080,324
081,076
081,108
081,324
082,076
082,108
082,324
083,065
083,321
083,350
084,003
084,025
084,092
085,112
085,165
085,330
086,193
086,227
086,239
087,030
087,164
087,383
088,051
088,134
088,203
089,013
089,134
089,341
090,015
090,134
090,207
091,020
091,172
091,251
092,104
092,151
092,256
093,162
093,314
093,360
094,269
094,314
094,332
095,027
095,130
095,314
096,096
096,157
096,232
097,060
097,212
097,214
098,309
098,317
098,323
099,121
099,214
099,374
100,037
100,166
100,313
101,164
101,223
101,331
102,331
102,358
102,386
103,043
103,061
103,381
104,235
104,302
104,345
105,020
105,144
105,325
106,075
106,193
106,329
107,100
107,146
107,379
108,100
108,146
108,379
109,100
109,146
109,379
110,016
110,141
110,266
111,049
111,130
111,178
112,230
112,374
112,383
113,322
113,374
113,383
114,195
114,374
114,383
115,109
115,190
115,368
116,291
116,350
116,368
117,097
117,362
117,368
118,267
118,296
118,368
119,301
119,350
119,368
120,113
120,129
120,181
121,116
121,184
121,279
122,161
122,195
122,374
123,125
123,188
123,365
124,019
124,134
124,340
125,055
125,217
125,319
126,054
126,367
126,384
127,134
127,203
127,287
128,090
128,382
128,390
129,002
129,022
129,322
130,018
130,155
130,185
131,050
131,081
131,320
132,221
132,274
132,295
133,047
133,355
133,356
134,023
134,044
134,355
135,047
135,355
135,356
136,047
136,355
136,356
137,047
137,355
137,356
138,044
138,355
138,356
139,248
139,369
139,372
140,035
140,035
140,272
141,037
141,166
141,313
142,218
142,366
142,384
143,011
143,218
143,366
144,218
144,363
144,366
145,242
145,265
145,298
146,060
146,204
146,391
147,039
147,191
147,284
148,236
148,284
148,388
149,226
149,307
149,388
150,087
150,226
150,388
151,039
151,191
151,284
152,060
152,204
152,391
153,087
153,226
153,388
154,039
154,191
154,284
155,087
155,226
155,388
156,087
156,226
156,388
157,087
157,226
157,388
158,116
158,228
158,275
159,116
159,136
159,275
160,116
160,136
160,275
161,048
161,134
161,241
162,048
162,134
162,241
163,048
163,134
163,241
164,072
164,180
164,281
165,009
165,296
165,337
166,208
166,262
166,346
167,066
167,123
167,361
168,021
168,066
168,310
169,066
169,123
169,238
170,038
170,206
170,215
171,066
171,123
171,246
172,040
172,270
172,376
173,024
173,231
173,259
174,024
174,231
174,316
175,017
175,107
175,306
176,017
176,107
176,158
177,247
177,261
177,264
178,057
178,058
178,314
179,057
179,058
179,314
180,051
180,205
180,227
181,162
181,182
181,201
182,056
182,200
182,248
183,099
183,169
183,299
184,175
184,200
184,248
185,084
185,175
185,248
186,001
186,062
186,138
187,020
187,062
187,370
188,149
188,227
188,248
189,016
189,062
189,245
190,123
190,131
190,368
191,004
191,150
191,246
192,004
192,313
192,315
193,004
193,091
193,356
194,009
194,331
194,341
195,099
195,233
195,387
196,071
196,143
196,335
197,069
197,124
197,140
198,240
198,251
198,327
199,153
199,167
199,250
200,063
200,177
200,303
201,164
201,201
201,380
202,049
202,210
202,224
203,049
203,210
203,224
204,049
204,210
204,224
205,045
205,249
205,300
206,090
206,199
206,333
207,032
207,220
207,377
208,110
208,126
208,285
209,062
209,144
209,338
210,050
210,237
210,318
211,093
211,227
211,370
212,009
212,186
212,292
213,079
213,149
213,347
214,042
214,132
214,375
215,017
215,171
215,202
216,025
216,152
216,272
217,174
217,278
217,342
218,144
218,311
218,357
219,083
219,127
219,385
220,014
220,083
220,127
221,067
221,075
221,286
222,041
222,214
222,353
223,058
223,275
223,371
224,058
224,275
224,371
225,032
225,208
225,227
226,095
226,364
226,369
227,095
227,364
227,369
228,095
228,364
228,369
229,090
229,114
229,339
230,026
230,101
230,163
231,085
231,106
231,168
232,073
232,271
232,368
233,031
233,048
233,254
234,144
234,146
234,284
235,156
235,166
235,262
236,144
236,156
236,284
237,156
237,213
237,262
238,078
238,144
238,229
239,144
239,146
239,284
240,144
240,146
240,284
241,061
241,172
241,179
